asset,entry_time,method,stop_pct,trades,gross_pnl,fees,net_pnl,avg_pnl,median_pnl,win_rate,avg_profitable_trade,avg_losing_trade,payoff_ratio,profit_factor,sharpe_daily_annualized,max_drawdown,max_drawdown_duration_days,max_drawdown_duration_trades,max_drawdown_date,recovery_date,recovered,max_consecutive_wins,max_consecutive_losses,best_trade,worst_trade,cvar_95
BTC,16:15,leg_independent,50,191,553.2,589.96,-36.75,-0.1924,1.7155,0.534,14.3262,-16.8318,0.8511,0.9755,-0.1788,355.52,83,83,2026-06-25,,False,6,5,72.31,-52.01,-42.96
BTC,16:15,leg_independent,100,191,614.33,562.07,52.26,0.2736,0.3812,0.5026,19.2271,-18.8794,1.0184,1.0291,0.1784,569.48,110,110,2026-06-29,,False,7,11,72.31,-247.58,-68.62
BTC,16:15,leg_independent,150,191,681.62,548.92,132.71,0.6948,1.2113,0.5236,21.6359,-22.3174,0.9695,1.0653,0.4179,668.55,119,119,2026-06-25,,False,7,7,72.31,-247.58,-71.62
BTC,16:30,combined,50,191,348.76,508.94,-160.17,-0.8386,1.3257,0.5131,19.7371,-22.5205,0.8764,0.9235,-0.5598,493.77,116,116,2026-06-27,,False,8,17,66.61,-209.21,-62.65
BTC,16:30,combined,100,191,245.51,499.74,-254.23,-1.3311,2.0489,0.5497,19.1183,-26.2983,0.727,0.8876,-0.8158,552.33,116,116,2026-06-24,,False,8,11,66.61,-209.21,-74.34
BTC,16:30,combined,150,191,142.4,499.48,-357.08,-1.8695,2.1158,0.555,18.9957,-27.8897,0.6811,0.8494,-1.0865,642.79,116,116,2026-06-24,,False,8,11,66.61,-209.21,-87.34
BTC,16:30,leg_both,50,191,85.93,546.99,-461.06,-2.4139,-2.176,0.3874,11.862,-11.4432,1.0366,0.6556,-2.1901,598.77,111,111,2026-07-01,,False,4,12,62.3,-209.21,-44.65
BTC,16:30,leg_both,100,191,105.92,527.38,-421.46,-2.2066,-2.0565,0.445,17.6644,-18.1409,0.9737,0.7808,-1.5975,773.36,111,111,2026-06-30,,False,7,18,66.61,-209.21,-61.8
BTC,16:30,leg_both,150,191,217.58,511.02,-293.44,-1.5363,0.1753,0.5026,19.072,-22.3616,0.8529,0.8619,-1.0025,633.93,111,111,2026-06-28,,False,7,17,66.61,-209.21,-69.18
BTC,16:30,leg_independent,50,191,457.49,529.49,-72.0,-0.377,0.3374,0.5131,14.2026,-15.7404,0.9023,0.9508,-0.3083,417.72,111,111,2026-06-26,,False,5,7,62.3,-209.21,-49.91
BTC,16:30,leg_independent,100,191,283.95,517.38,-233.42,-1.2221,-0.8568,0.4764,18.0596,-18.7685,0.9622,0.8756,-0.8655,706.45,111,111,2026-06-30,,False,7,23,66.61,-209.21,-63.34
BTC,16:30,leg_independent,150,191,309.08,507.24,-198.16,-1.0375,0.1512,0.5026,19.3425,-21.6319,0.8942,0.9036,-0.6812,620.85,111,111,2026-06-28,,False,7,17,66.61,-209.21,-68.88
BTC,16:45,combined,50,191,324.87,444.74,-119.87,-0.6276,1.0557,0.5183,15.3472,-17.8179,0.8613,0.9269,-0.587,252.52,95,94,2026-06-25,,False,6,7,41.64,-73.0,-47.7
BTC,16:45,combined,100,191,463.91,438.85,25.06,0.1312,2.0886,0.534,15.529,-17.5157,0.8866,1.0161,0.1163,326.58,104,103,2026-02-16,2026-04-29,True,6,7,41.64,-89.52,-54.89
BTC,16:45,combined,150,191,641.18,437.3,203.88,1.0674,2.0886,0.534,15.529,-15.5065,1.0014,1.1477,1.0175,242.02,83,82,2026-02-16,2026-04-08,True,6,7,41.64,-73.0,-50.9
BTC,16:45,leg_both,50,191,180.11,471.54,-291.43,-1.5258,-1.822,0.4293,8.5979,-9.1418,0.9405,0.7075,-2.3994,345.47,190,191,2026-03-31,,False,5,9,40.38,-56.87,-27.89
BTC,16:45,leg_both,100,191,407.6,454.5,-46.9,-0.2455,0.6971,0.5131,12.4599,-13.6341,0.9139,0.963,-0.2829,246.09,102,101,2026-02-14,2026-04-14,True,5,6,40.8,-56.87,-38.07
BTC,16:45,leg_both,150,191,300.43,451.01,-150.58,-0.7884,0.6971,0.5131,13.7381,-16.0959,0.8535,0.8994,-0.8056,333.05,153,152,2026-02-14,2026-06-04,True,6,7,40.8,-56.87,-44.8
BTC,16:45,leg_independent,50,191,347.62,461.75,-114.14,-0.5976,0.2146,0.5183,10.8682,-12.9358,0.8402,0.9041,-0.7551,365.46,190,191,2026-02-18,,False,7,7,40.38,-55.73,-32.3
BTC,16:45,leg_independent,100,191,414.4,450.97,-36.57,-0.1915,-0.7015,0.4817,14.4067,-13.7574,1.0472,0.9732,-0.2063,299.54,94,93,2026-02-18,2026-04-06,True,5,5,40.8,-55.73,-40.87
BTC,16:45,leg_independent,150,191,369.0,447.23,-78.23,-0.4096,0.3824,0.5131,14.5033,-16.1242,0.8995,0.9478,-0.4109,361.75,147,146,2026-02-16,2026-05-29,True,6,7,40.8,-56.23,-45.26
BTC,17:00,combined,50,191,864.12,352.55,511.58,2.6784,4.8491,0.623,11.3841,-11.7103,0.9722,1.6068,3.4658,122.96,21,20,2026-02-08,2026-02-23,True,8,4,47.4,-65.36,-30.34
BTC,17:00,combined,100,191,935.94,350.96,584.98,3.0627,5.2935,0.6335,11.3868,-11.3261,1.0054,1.7378,4.039,81.24,19,18,2026-06-07,2026-06-16,True,8,4,47.4,-57.46,-30.4
BTC,17:00,combined,150,191,986.47,350.42,636.04,3.3301,5.2935,0.6335,11.3868,-10.5966,1.0746,1.8575,4.5888,70.87,22,21,2026-06-24,2026-07-08,True,8,4,47.4,-35.54,-27.34
BTC,17:00,leg_both,50,191,484.07,374.26,109.81,0.5749,0.4457,0.5236,7.9508,-7.5304,1.0558,1.1602,0.9877,111.68,121,121,2026-04-10,,False,8,5,47.4,-24.01,-18.69
BTC,17:00,leg_both,100,191,694.42,361.33,333.09,1.7439,2.4781,0.5759,9.977,-9.4368,1.0572,1.4358,2.5108,104.47,37,37,2026-02-08,2026-02-22,True,9,4,47.4,-46.87,-28.41
BTC,17:00,leg_both,150,191,836.12,357.25,478.87,2.5072,4.212,0.6126,10.3215,-9.8479,1.0481,1.6571,3.654,85.96,37,37,2026-06-24,,False,8,4,47.4,-40.14,-25.02
BTC,17:00,leg_independent,50,191,664.64,366.81,297.84,1.5593,1.6742,0.5393,10.3672,-8.7499,1.1848,1.3868,2.3654,97.15,61,60,2026-03-24,2026-05-11,True,6,5,47.4,-35.52,-21.19
BTC,17:00,leg_independent,100,191,778.92,357.84,421.08,2.2046,3.5166,0.5707,11.2208,-9.7804,1.1473,1.525,3.0237,98.64,24,24,2026-02-08,2026-02-22,True,8,4,47.4,-42.59,-29.27
BTC,17:00,leg_independent,150,191,848.2,356.67,491.53,2.5735,4.2572,0.6126,10.7625,-10.374,1.0374,1.6403,3.5476,88.77,37,36,2026-03-19,2026-04-01,True,8,4,47.4,-56.36,-28.56
ETH,13:00,combined,50,191,157.11,270.79,-113.68,-0.5952,3.623,0.5236,20.3952,-23.6616,0.862,0.9472,-0.4423,606.25,183,183,2026-03-27,,False,7,7,45.65,-145.41,-49.14
ETH,13:00,combined,100,191,372.0,266.25,105.76,0.5537,8.4181,0.6021,19.8551,-28.6523,0.693,1.0486,0.3678,410.42,130,129,2026-03-27,2026-05-16,True,8,4,45.65,-145.41,-62.18
ETH,13:00,combined,150,191,300.87,265.64,35.23,0.1845,8.4181,0.6073,19.6863,-29.9784,0.6567,1.0157,0.1145,561.13,159,158,2026-03-27,2026-06-14,True,8,4,45.65,-145.41,-80.24
ETH,13:00,leg_both,50,191,223.93,322.6,-98.67,-0.5166,-1.2933,0.4293,7.86,-6.8182,1.1528,0.8672,-0.9961,290.13,190,190,2026-03-26,,False,6,8,35.64,-27.92,-19.32
ETH,13:00,leg_both,100,191,469.76,290.97,178.79,0.9361,0.0057,0.5026,14.9863,-13.262,1.13,1.1419,0.8971,431.37,151,150,2026-03-26,2026-06-08,True,7,8,45.65,-145.41,-43.14
ETH,13:00,leg_both,150,191,388.12,277.08,111.04,0.5814,1.0304,0.534,17.6735,-19.0074,0.9298,1.0656,0.4665,430.09,174,173,2026-03-26,2026-07-01,True,7,6,45.65,-145.41,-53.84
ETH,13:00,leg_independent,50,191,366.54,296.51,70.03,0.3667,3.3091,0.5759,10.6807,-13.64,0.783,1.0634,0.4576,371.26,111,110,2026-03-18,2026-05-15,True,9,4,35.64,-47.02,-36.6
ETH,13:00,leg_independent,100,191,388.54,279.44,109.1,0.5712,2.1007,0.534,15.6071,-16.661,0.9367,1.0736,0.4836,600.21,174,173,2026-03-26,2026-07-01,True,7,6,45.65,-145.41,-58.08
ETH,13:00,leg_independent,150,191,359.0,272.17,86.83,0.4546,3.4179,0.5602,17.3938,-21.1226,0.8235,1.0489,0.3503,469.09,179,178,2026-03-26,2026-07-06,True,7,4,45.65,-145.41,-59.99
ETH,13:15,combined,50,191,143.5,267.93,-124.43,-0.6515,3.1194,0.5288,18.8464,-22.5324,0.8364,0.9386,-0.5219,608.78,164,164,2026-03-31,,False,8,6,46.97,-113.28,-45.85
ETH,13:15,combined,100,191,270.85,264.39,6.46,0.0338,7.3081,0.5864,18.1028,-25.583,0.7076,1.0032,0.0249,451.39,164,164,2026-03-31,,False,8,6,46.97,-113.28,-56.37
ETH,13:15,combined,150,191,357.28,263.5,93.77,0.491,7.384,0.6021,17.8294,-25.7448,0.6925,1.0479,0.3456,556.07,164,164,2026-03-27,,False,8,6,46.97,-113.28,-72.51
ETH,13:15,leg_both,50,191,235.46,323.02,-87.56,-0.4585,-0.8204,0.4555,7.5026,-7.1182,1.054,0.8817,-0.8669,327.78,182,182,2026-03-26,,False,7,10,38.26,-27.37,-19.8
ETH,13:15,leg_both,100,191,141.96,290.39,-148.43,-0.7771,-0.3881,0.4921,12.9057,-14.0367,0.9194,0.891,-0.8133,584.51,182,182,2026-03-26,,False,10,10,38.26,-113.28,-42.17
ETH,13:15,leg_both,150,191,215.46,278.37,-62.91,-0.3294,-0.1099,0.4974,15.8392,-16.3295,0.97,0.9599,-0.3005,530.36,164,164,2026-03-31,,False,7,6,38.26,-113.28,-50.41
ETH,13:15,leg_independent,50,191,517.46,290.9,226.56,1.1862,4.0252,0.6178,11.6717,-15.763,0.7404,1.1969,1.1897,488.15,142,141,2026-03-26,2026-06-26,True,13,4,38.26,-140.78,-47.6
ETH,13:15,leg_independent,100,191,225.88,276.72,-50.84,-0.2662,2.108,0.5445,13.9168,-17.2206,0.8082,0.9661,-0.24,662.34,182,182,2026-03-26,,False,12,10,38.26,-113.28,-58.33
ETH,13:15,leg_independent,150,191,287.84,271.43,16.41,0.0859,2.6413,0.5445,15.4262,-18.2519,0.8452,1.0103,0.0745,506.08,164,164,2026-04-07,,False,7,6,38.26,-113.28,-57.37
ETH,13:30,combined,50,191,74.51,267.31,-192.8,-1.0094,3.0093,0.5236,18.6338,-22.5954,0.8247,0.9062,-0.8048,619.19,179,179,2026-03-27,,False,9,5,44.31,-115.96,-47.98
ETH,13:30,combined,100,191,233.31,263.39,-30.08,-0.1575,7.4708,0.6021,18.1877,-27.9167,0.6515,0.9858,-0.1091,514.1,124,123,2026-03-27,2026-05-31,True,14,4,63.4,-115.96,-63.35
ETH,13:30,combined,150,191,228.91,262.48,-33.57,-0.1757,7.4712,0.6126,18.0198,-28.9444,0.6226,0.9843,-0.1176,583.6,131,130,2026-03-27,2026-06-07,True,14,4,63.4,-115.96,-71.45
ETH,13:30,leg_both,50,191,94.43,320.68,-226.25,-1.1846,-0.951,0.4293,7.3633,-7.6151,0.9669,0.7274,-1.7979,399.24,190,190,2026-03-25,,False,10,8,36.86,-115.96,-27.09
ETH,13:30,leg_both,100,191,248.7,288.99,-40.29,-0.2109,-0.9765,0.466,13.9561,-12.5724,1.1101,0.9686,-0.2235,448.85,186,186,2026-03-27,,False,9,8,36.86,-115.96,-41.21
ETH,13:30,leg_both,150,191,236.79,275.99,-39.2,-0.2052,1.1497,0.5079,16.1455,-17.0779,0.9454,0.9756,-0.1849,493.22,149,148,2026-03-27,2026-06-03,True,9,6,42.86,-115.96,-49.26
ETH,13:30,leg_independent,50,191,240.7,294.52,-53.81,-0.2817,2.9741,0.5864,10.3207,-15.3131,0.674,0.9555,-0.3071,554.72,167,167,2026-03-25,,False,10,4,36.86,-115.96,-45.57
ETH,13:30,leg_independent,100,191,379.51,276.16,103.35,0.5411,1.7331,0.555,13.5463,-15.6772,0.8641,1.0776,0.5247,379.77,123,122,2026-03-26,2026-05-30,True,11,7,36.86,-115.96,-50.0
ETH,13:30,leg_independent,150,191,335.64,268.96,66.68,0.3491,1.8236,0.5288,16.3686,-17.6283,0.9285,1.042,0.3054,399.29,130,129,2026-03-27,2026-05-15,True,9,6,42.86,-115.96,-54.12
ETH,13:45,combined,50,191,-9.29,267.34,-276.64,-1.4484,2.8691,0.534,16.2263,-21.7047,0.7476,0.8568,-1.2889,677.74,183,183,2026-03-27,,False,10,8,43.38,-75.33,-43.21
ETH,13:45,combined,100,191,204.45,262.41,-57.96,-0.3034,6.2531,0.6073,16.1326,-25.7246,0.6271,0.97,-0.2388,526.43,124,123,2026-03-27,2026-06-03,True,13,8,43.38,-75.33,-54.13
ETH,13:45,combined,150,191,297.42,261.29,36.13,0.1892,7.1163,0.6283,15.8714,-26.316,0.6031,1.0193,0.1393,587.13,153,153,2026-03-27,,False,13,8,43.38,-105.18,-68.76
ETH,13:45,leg_both,50,191,89.27,315.1,-225.83,-1.1823,-1.6786,0.4031,7.052,-6.7441,1.0456,0.7063,-2.4786,321.05,190,190,2026-03-16,,False,7,9,30.11,-21.62,-17.14
ETH,13:45,leg_both,100,191,59.17,286.22,-227.05,-1.1887,-1.2445,0.4503,12.5498,-12.4413,1.0087,0.8262,-1.4706,533.67,190,190,2026-03-16,,False,8,10,34.71,-40.6,-30.63
ETH,13:45,leg_both,150,191,38.37,274.44,-236.06,-1.2359,0.7207,0.5079,14.396,-17.3667,0.8289,0.8554,-1.1862,669.53,190,190,2026-03-27,,False,9,10,34.71,-75.33,-48.21
ETH,13:45,leg_independent,50,191,130.19,289.45,-159.26,-0.8338,1.6269,0.555,10.0232,-14.3732,0.6974,0.8696,-0.9204,440.23,182,182,2026-03-26,,False,8,4,30.11,-119.17,-45.16
ETH,13:45,leg_independent,100,191,169.27,272.96,-103.69,-0.5429,1.4854,0.5497,12.221,-16.1267,0.7578,0.9252,-0.5235,551.85,182,182,2026-03-26,,False,14,8,34.71,-134.34,-51.04
ETH,13:45,leg_independent,150,191,108.28,267.46,-159.18,-0.8334,1.4854,0.5445,14.2266,-18.8362,0.7553,0.9029,-0.738,655.66,190,190,2026-03-27,,False,9,8,34.71,-108.6,-57.33
ETH,14:00,combined,50,191,-331.16,262.83,-593.99,-3.1099,-0.8549,0.4974,15.1245,-21.1544,0.715,0.7075,-2.7197,774.81,166,166,2026-03-27,,False,9,5,42.22,-117.6,-48.28
ETH,14:00,combined,100,191,-352.02,259.04,-611.07,-3.1993,3.0539,0.5445,15.2574,-25.2625,0.604,0.722,-2.4621,716.85,164,164,2026-07-10,,False,13,5,42.22,-117.6,-58.93
ETH,14:00,combined,150,191,-234.07,257.85,-491.93,-2.5755,3.5433,0.5707,14.8284,-25.71,0.5768,0.7667,-1.8918,610.18,164,164,2026-03-27,,False,13,5,42.22,-117.6,-69.64
ETH,14:00,leg_both,50,191,-199.37,313.18,-512.56,-2.6835,-2.697,0.356,5.216,-7.0507,0.7398,0.409,-6.4364,520.94,190,190,2026-07-10,,False,6,13,25.4,-26.31,-19.57
ETH,14:00,leg_both,100,191,-101.78,284.24,-386.01,-2.021,-2.8023,0.4241,11.0245,-11.6273,0.9482,0.6982,-2.7668,444.62,185,185,2026-03-28,,False,8,11,35.0,-36.86,-28.8
ETH,14:00,leg_both,150,191,-168.22,273.15,-441.37,-2.3109,-1.5667,0.4817,12.5356,-16.1076,0.7782,0.7232,-2.5247,524.25,190,190,2026-03-27,,False,8,6,35.0,-57.56,-38.33
ETH,14:00,leg_independent,50,191,29.66,285.88,-256.22,-1.3415,0.7994,0.5183,8.8981,-12.3601,0.7199,0.7747,-1.5657,379.95,174,174,2026-03-25,,False,10,5,29.83,-136.35,-42.34
ETH,14:00,leg_independent,100,191,-32.7,271.01,-303.71,-1.5901,-1.1028,0.466,12.1549,-13.5833,0.8948,0.7808,-1.623,523.01,179,179,2026-03-27,,False,10,11,35.0,-142.31,-47.59
ETH,14:00,leg_independent,150,191,-178.02,265.53,-443.55,-2.3223,-1.1368,0.4869,13.382,-17.2253,0.7769,0.7372,-2.1201,614.72,167,167,2026-03-27,,False,7,7,35.0,-147.06,-52.79
ETH,14:15,combined,50,191,-232.73,256.6,-489.34,-2.562,0.0452,0.5026,14.916,-20.224,0.7375,0.7453,-2.3079,660.06,164,164,2026-03-27,,False,7,7,35.88,-121.26,-47.09
ETH,14:15,combined,100,191,-255.3,253.08,-508.38,-2.6617,3.2849,0.5602,14.8928,-25.0227,0.5952,0.7581,-2.0779,628.3,164,164,2026-03-27,,False,9,4,35.88,-121.26,-57.93
ETH,14:15,combined,150,191,-101.34,252.34,-353.69,-1.8518,4.784,0.5864,14.4822,-25.0087,0.5791,0.821,-1.3791,638.22,164,164,2026-03-27,,False,10,4,35.88,-121.26,-71.06
ETH,14:15,leg_both,50,191,-156.57,303.07,-459.63,-2.4065,-2.5185,0.3089,7.335,-6.7606,1.085,0.4849,-5.1509,459.63,190,191,2026-07-10,,False,4,17,25.03,-29.71,-20.48
ETH,14:15,leg_both,100,191,72.84,274.69,-201.86,-1.0568,-0.9113,0.4817,11.3192,-12.5578,0.9014,0.8376,-1.3509,402.07,167,167,2026-03-21,,False,5,9,33.73,-48.25,-33.42
ETH,14:15,leg_both,150,191,-147.72,263.38,-411.1,-2.1524,0.7659,0.5079,12.7588,-17.5395,0.7274,0.7507,-2.0079,570.16,167,167,2026-03-27,,False,5,5,33.73,-121.26,-56.33
ETH,14:15,leg_independent,50,191,-232.54,284.83,-517.37,-2.7087,-1.6874,0.4398,9.7511,-12.4903,0.7807,0.6129,-3.1042,575.36,183,183,2026-07-07,,False,7,6,30.61,-140.01,-40.81
ETH,14:15,leg_independent,100,191,-174.95,266.83,-441.78,-2.313,-1.0279,0.466,12.5737,-15.3023,0.8217,0.717,-2.2369,606.29,169,169,2026-03-27,,False,5,9,33.73,-145.97,-50.8
ETH,14:15,leg_independent,150,191,-165.61,259.6,-425.21,-2.2262,-0.2416,0.4974,13.5219,-17.8103,0.7592,0.7513,-2.0199,581.38,165,165,2026-04-12,,False,5,7,33.73,-121.26,-58.23
ETH,14:30,combined,50,191,270.93,251.04,19.9,0.1042,3.9588,0.5654,14.3059,-18.3752,0.7785,1.013,0.0997,370.54,160,160,2026-03-27,,False,8,4,34.85,-126.74,-42.08
ETH,14:30,combined,100,191,161.11,248.22,-87.11,-0.4561,5.951,0.6126,14.3209,-23.8197,0.6012,0.9506,-0.3732,394.63,159,159,2026-03-27,,False,8,4,34.85,-126.74,-57.44
ETH,14:30,combined,150,191,190.33,247.17,-56.85,-0.2976,5.9899,0.623,14.2923,-24.4116,0.5855,0.9677,-0.2321,366.53,159,159,2026-03-27,,False,8,4,34.85,-126.74,-67.14
ETH,14:30,leg_both,50,191,36.69,296.37,-259.68,-1.3596,-1.4044,0.4188,7.0259,-7.4032,0.949,0.684,-2.6204,346.3,177,177,2026-06-21,,False,7,8,30.44,-32.29,-23.01
ETH,14:30,leg_both,100,191,282.78,269.08,13.7,0.0717,0.0493,0.5026,11.8608,-11.8414,1.0016,1.0122,0.0927,180.08,167,167,2026-03-27,,False,6,7,30.44,-43.13,-32.29
ETH,14:30,leg_both,150,191,111.87,259.11,-147.24,-0.7709,1.5705,0.5497,12.1162,-16.5051,0.7341,0.8963,-0.755,442.95,167,167,2026-03-27,,False,8,6,30.6,-126.74,-51.05
ETH,14:30,leg_independent,50,191,-153.93,281.45,-435.37,-2.2794,-0.5147,0.4764,9.766,-13.2407,0.7376,0.6712,-2.4704,528.49,174,174,2026-05-21,,False,7,7,30.44,-148.67,-45.2
ETH,14:30,leg_independent,100,191,124.26,261.72,-137.46,-0.7197,0.895,0.5131,12.6946,-14.8552,0.8546,0.9005,-0.6804,413.94,160,160,2026-03-27,,False,5,7,30.44,-156.19,-52.87
ETH,14:30,leg_independent,150,191,156.65,254.95,-98.3,-0.5147,1.7453,0.5393,12.8247,-16.1278,0.7952,0.9307,-0.4977,460.76,165,165,2026-03-27,,False,6,6,30.6,-126.74,-51.55
ETH,14:45,combined,50,191,261.18,245.92,15.27,0.0799,4.2438,0.5864,13.5293,-18.9875,0.7125,1.0102,0.0763,309.98,121,121,2026-03-27,,False,7,6,37.55,-129.55,-43.18
ETH,14:45,combined,100,191,161.22,243.47,-82.24,-0.4306,6.4503,0.644,13.38,-25.4115,0.5265,0.9524,-0.3544,354.36,164,164,2026-03-27,,False,7,6,37.55,-129.55,-58.51
ETH,14:45,combined,150,191,208.8,242.47,-33.67,-0.1763,6.9915,0.6545,13.4054,-25.8993,0.5176,0.9803,-0.1404,330.86,121,121,2026-03-27,,False,10,6,37.55,-129.55,-64.82
ETH,14:45,leg_both,50,191,43.89,289.76,-245.87,-1.2873,-1.5442,0.4188,6.7189,-7.0574,0.952,0.6861,-2.7091,277.82,190,190,2026-06-10,,False,5,10,27.14,-28.24,-19.66
ETH,14:45,leg_both,100,191,134.67,265.4,-130.73,-0.6844,0.8479,0.5445,9.7355,-13.1405,0.7409,0.8857,-0.7899,348.41,140,140,2026-04-11,,False,5,5,36.94,-129.55,-38.58
ETH,14:45,leg_both,150,191,188.53,254.29,-65.76,-0.3443,2.3742,0.5759,11.5168,-16.4519,0.7,0.9507,-0.347,343.62,164,164,2026-03-27,,False,9,6,37.55,-129.55,-46.67
ETH,14:45,leg_independent,50,191,109.97,270.87,-160.9,-0.8424,0.8047,0.5183,9.8193,-12.3153,0.7973,0.858,-0.9423,360.8,140,140,2026-05-08,,False,7,6,27.14,-157.04,-38.98
ETH,14:45,leg_independent,100,191,205.18,256.76,-51.58,-0.27,1.2069,0.5707,10.8415,-15.0403,0.7208,0.9582,-0.2902,344.55,164,164,2026-04-18,,False,5,5,36.94,-129.55,-42.98
ETH,14:45,leg_independent,150,191,175.6,250.28,-74.67,-0.391,3.1158,0.6021,11.826,-18.8772,0.6265,0.948,-0.3751,367.68,164,164,2026-03-27,,False,9,3,37.55,-129.55,-50.14
ETH,15:00,combined,50,191,438.16,240.21,197.95,1.0364,5.6287,0.5916,13.221,-16.6157,0.7957,1.1527,1.0631,273.7,89,88,2026-03-27,2026-05-02,True,10,4,43.66,-131.7,-38.33
ETH,15:00,combined,100,191,498.26,237.22,261.04,1.3667,8.1204,0.6545,13.1611,-20.9712,0.6276,1.1886,1.2445,293.24,120,119,2026-03-27,2026-06-04,True,10,3,43.66,-131.7,-52.39
ETH,15:00,combined,150,191,436.83,236.98,199.85,1.0464,8.1204,0.6597,13.1052,-22.3293,0.5869,1.1377,0.9015,344.83,156,156,2026-03-27,,False,10,3,43.66,-131.7,-60.4
ETH,15:00,leg_both,50,191,167.68,283.75,-116.07,-0.6077,-1.1951,0.4346,6.5125,-6.0798,1.0712,0.8232,-1.4065,202.99,190,190,2026-03-25,,False,6,8,21.88,-23.91,-16.74
ETH,15:00,leg_both,100,191,253.66,257.28,-3.62,-0.019,0.7029,0.5393,10.4361,-12.2561,0.8515,0.9966,-0.0222,309.11,160,160,2026-03-27,,False,6,4,28.07,-131.7,-39.53
ETH,15:00,leg_both,150,191,334.38,249.1,85.28,0.4465,1.351,0.5812,11.0729,-14.2977,0.7745,1.0746,0.4877,220.27,124,123,2026-03-27,2026-06-05,True,6,4,28.07,-131.7,-43.82
ETH,15:00,leg_independent,50,191,284.79,266.59,18.2,0.0953,0.7702,0.5497,8.9084,-10.6648,0.8353,1.0198,0.1504,182.82,169,169,2026-03-25,,False,7,5,24.19,-29.76,-25.66
ETH,15:00,leg_independent,100,191,308.07,249.79,58.28,0.3051,1.351,0.5602,11.2584,-13.6473,0.825,1.0508,0.3362,319.96,173,173,2026-03-27,,False,6,4,28.07,-131.7,-43.66
ETH,15:00,leg_independent,150,191,374.85,245.26,129.59,0.6785,2.1624,0.5812,11.5934,-14.4658,0.8014,1.112,0.7322,236.63,120,119,2026-03-27,2026-06-01,True,6,5,28.07,-131.7,-44.58
ETH,15:15,combined,50,191,458.26,232.66,225.6,1.1812,4.3594,0.6283,12.1061,-17.2835,0.7004,1.1838,1.2046,159.8,46,45,2026-03-27,2026-04-27,True,8,5,45.55,-134.15,-43.61
ETH,15:15,combined,100,191,445.53,231.6,213.93,1.1201,6.0802,0.6649,12.0092,-20.4881,0.5862,1.1632,1.0541,227.75,121,120,2026-03-27,2026-06-05,True,8,3,45.55,-134.15,-51.3
ETH,15:15,combined,150,191,438.82,231.0,207.82,1.0881,6.769,0.6754,11.938,-21.4868,0.5556,1.156,0.991,220.23,134,134,2026-03-27,,False,8,3,45.55,-134.15,-57.64
ETH,15:15,leg_both,50,191,438.9,275.46,163.44,0.8557,0.0959,0.5131,6.7397,-5.3446,1.261,1.3288,2.0214,55.02,43,43,2026-07-09,,False,7,6,23.08,-21.34,-16.08
ETH,15:15,leg_both,100,191,509.24,250.8,258.45,1.3531,2.7364,0.5916,9.9172,-11.0538,0.8972,1.2998,1.6367,179.4,64,63,2026-03-28,2026-05-10,True,8,4,45.55,-134.15,-39.14
ETH,15:15,leg_both,150,191,666.32,241.19,425.13,2.2258,3.9651,0.6545,10.8172,-14.0456,0.7701,1.4586,2.5041,137.29,36,35,2026-03-27,2026-04-27,True,11,4,45.55,-134.15,-41.57
ETH,15:15,leg_independent,50,191,490.78,258.33,232.44,1.217,2.0758,0.5602,10.2052,-10.2324,0.9973,1.2704,1.8199,120.92,59,58,2026-04-05,2026-05-04,True,6,4,30.6,-43.39,-26.77
ETH,15:15,leg_independent,100,191,552.55,244.03,308.52,1.6153,2.9598,0.6073,10.8883,-12.727,0.8555,1.3232,1.842,198.66,96,95,2026-04-01,2026-06-11,True,8,5,45.55,-134.15,-40.28
ETH,15:15,leg_independent,150,191,738.21,237.32,500.9,2.6225,4.8804,0.6492,11.5246,-13.853,0.8319,1.5397,2.9239,136.39,36,35,2026-03-25,2026-04-27,True,8,7,45.55,-134.15,-41.47
ETH,15:30,combined,50,191,332.27,227.72,104.55,0.5474,4.5459,0.6021,11.4774,-15.9915,0.7177,1.086,0.5919,197.74,97,96,2026-03-31,2026-06-02,True,8,4,39.87,-136.04,-37.48
ETH,15:30,combined,100,191,379.64,225.91,153.73,0.8049,5.7877,0.6545,11.2198,-18.9205,0.593,1.1231,0.7834,249.32,141,140,2026-03-31,2026-06-08,True,16,4,39.87,-136.04,-53.84
ETH,15:30,combined,150,191,380.57,225.75,154.82,0.8106,6.0626,0.6597,11.1789,-19.288,0.5796,1.1235,0.7818,261.15,147,147,2026-04-07,,False,16,4,39.87,-136.04,-55.32
ETH,15:30,leg_both,50,191,341.91,265.66,76.26,0.3992,-1.2558,0.4188,8.1221,-5.1667,1.572,1.133,0.8682,82.98,60,60,2026-06-25,,False,9,10,39.87,-17.21,-14.73
ETH,15:30,leg_both,100,191,310.47,244.74,65.73,0.3441,1.8069,0.5707,9.1467,-11.3568,0.8054,1.0706,0.423,226.52,149,149,2026-04-02,,False,10,5,39.87,-136.04,-37.46
ETH,15:30,leg_both,150,191,405.1,235.82,169.29,0.8863,2.6961,0.6021,10.0773,-13.021,0.7739,1.1711,1.008,188.67,89,88,2026-03-31,2026-05-11,True,10,5,39.87,-136.04,-42.72
